id,operation,sub operation,specific location,department,title,description,immediate action taken,date of occurrence,issue_category,reporting_period,observation_category
94064,Angola,Company Offices,Lucapa Camp,Facility & Infrastructure,erosion along the fence,From all the heave rain there is a lot of erosion along parts of the perimeter fence,Back filled the affected areas,2026-02-19T00:00:00.000Z,Other,Mid-Month,Negative Observation
94063,Angola,Sample Processing,Lucapa camp at the plant area,Facility & Offices,Underground water pipe leaking,It was notived that a pipe underground at the plant was leaking,The pipe was excavated and repaired,2026-02-18T00:00:00.000Z,Other,Mid-Month,Negative Observation
94062,Angola,Company Offices,Lucapa Camp mens ablution,Facility & Infrastructure,urinal tap not closed,It was noticed that the urinal tap in the men's ablutions was left open for many hours,tape close and discussed in morning toolbox talks,2026-02-17T00:00:00.000Z,Other,Mid-Month,Negative Observation
94061,Angola,Transport Activities,Muconda,Light Vehicles,Wheel nuts check and found not to be evenly tightened,"A vehicle had a puncture and the spare was fitted in the field, the maintenance team checked the wheel for correct tightens and found that not all nuts were tightened the same, although not loose two were not tight enough",The nuts were tightened in front of the driver and explained the importance of ensuring all nuts arre properly and evenly tightened. I has also been discussed in our toolbox talks,2026-02-11T00:00:00.000Z,Safety,Mid-Month,Negative Observation
94060,Angola,Transport Activities,Muconda Drill Camp,Heavy Duty Vehicles,truck wheel nut indicator facing up,during a equipment inspection it was note that the one wheel on the had two wheel nut indicator pointing up,"the nut were checked and found to be loose, further all wheels on both trucks were checked and no other nuts were found loose",2026-02-14T00:00:00.000Z,Other,Mid-Month,Negative Observation
94021,Angola,Company Offices,Muconda,Facility & Infrastructure,Good observation,Took box talk in Muconda Base (  Talked about how to how and when to use SLAM,Congratulate the team good topic,2026-02-17T00:00:00.000Z,Other,Mid-Month,Positive Observation
94019,Angola,Transport Activities,Saurimo,Other,Unsafe condition,"Afternoon all.
Light rain at Saurimo. 
We are now leaving Saurimo heading to LUCAPA",Reinforce with the driver to driver according to the rain and road condition,2026-02-17T00:00:00.000Z,Other,Mid-Month,Negative Observation
94018,RSA Support Services,Field Laboratories,Indicator mineral laboratory Treatment Facility,Treatment & Processing,Positive observation,"The deionised water was not working this morning, it was reported to the supervisor andContractor.The employee looked on the LST control panel to see where the problem was located. He had used the system before to identify where problems were. He showed the collegue where to look and how to use the system to identify where the problems are.",The team assisting were informed of the problem and used this to try and sort out the issue quicker than having to trouble shoot from the beginning.,2026-02-18T00:00:00.000Z,Other,Mid-Month,Positive Observation
94017,Angola,Field Facilities,Muconda drill_site,Accommodation (Tented),Unsafe condition,"Morning team,
We experienced heavy rain with thunderstorms at Muconda Fly-Camp from 5:00 am to 6:15 am. As it is still raining, the team will be advised to adjust and work according to the conditions.",the team will be advised to adjust and work according to the conditions.,2026-02-18T00:00:00.000Z,Other,Mid-Month,Negative Observation
94016,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Unsafe act,Tap at the ablutions behind the workshop left open,Close the ablutions tap,2026-02-17T00:00:00.000Z,Other,Mid-Month,Negative Observation
94015,Angola,Transport Activities,Muconda,Light Vehicles,Hazardous observation,"Today on the way to Muconda, while swapping cars, we heard a explosion sound and noticed smoke coming from the left lower side of the front bumper and realised that, the lens must have fallen and the lamp exploded when in contact with water.
We may need to pay more attention to the fog lights, when doing car inspection.",Reported immediately to fleet manager to repair and fix it,2026-02-17T00:00:00.000Z,Other,Mid-Month,Negative Observation
93749,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Lucapa Campsite,"Stagnant water, grass and garbage under warehouse containers",Improve the housekeeping all accommodation area,2026-02-13T00:00:00.000Z,Other,Mid-Month,Negative Observation
93748,Angola,Field Facilities,Lucapa campsite,Accommodation (Company Owned),Unsafe condition,Poor housekeeping around the Contractor kitchen area,Call all the Placial team to clean up the area,2026-02-13T00:00:00.000Z,Safety,Mid-Month,Negative Observation
93747,Botswana,Field Facilities,Tsabong  Camp,Accommodation (Company Owned),Office blocks 's outside lights are not working properly.,Office blocks outside lights are not working properly.,The OPS team was alerted. The team onsite advised to remain vigilant especially during night patrols as the walkways may not be properly luminated.,2026-02-12T00:00:00.000Z,Other,Mid-Month,Negative Observation
93746,Angola,Company Offices,Lucapa campsite,Facility & Infrastructure,Hazardous observation,I found toile shower open in man toilets,I closed the water tap shower,2026-02-13T00:00:00.000Z,Other,Mid-Month,Negative Observation
93744,Botswana,Field Facilities,Tsabong  Field Camp,Accommodation (Company Owned),"Water pipe burst, resulting in water coming from underground next to the kitchen area (close to a black Jojo tank).","Water pipe burst, resulting in water coming from underground next to the kitchen area (close to a black Jojo tank).",All the pressure pumps were immediately switched off to reduce water pressure into the camp supply lines.,2026-02-02T00:00:00.000Z,Other,Beginning,Negative Observation
93709,RSA Support Services,Support Services,Entrance to Office,Offices & Recreation,Sewage spill,Sewage spill and bad smell also reported on Tuesday 10th Feb 2026,Reported to Impact,2026-02-12T00:00:00.000Z,Environmental,Mid-Month,Negative Observation
93699,RSA Support Services,Field Laboratories,Offices,Offices & Recreation,Loose contrete by the turnstile gate,There is a loose concrete piece by the turnstile gate by the admin block.,Reported the issue to the area supervisor and Impact.,2026-02-12T00:00:00.000Z,Other,Mid-Month,Negative Observation
93266,Botswana,Field Facilities, Tsabong Field Camp.,Accommodation (Company Owned),First aid (sprain ankle) simulation conducted by Security Systems Officers at Camp.,"As part of the emergency response plan for the Tsabong Project, a simulation of ankle sprain was conducted on 29th Jan 2026. The scenario was that the day shift guards were changing shift with the night shift team as they were patrolling around the camp as a normal routing work. The simulation involved security team only, first aiders from Security personnel. The simulation involved a scenario whereby security guard was patrolling around the camp where her right leg got stuck in the squirrel hole in the camp.",The simulation outcome was communicated to the larger DBHB team in the form of a written report.,2026-01-29T00:00:00.000Z,Emergency Preparedness,End-Month,Negative Observation
93199,RSA Support Services,Support Services,Next to the southern stairway in Technical Services,Facilities & Infrastructure,Water leak causing a puddle next to the stairs (not a pedestrian walkway),This morning I noted a puddle of water next to the southern stairs leading to Technical Services. This is not in a pedestrian walkway,I informed Empact - I have logged a similar call before.,2026-02-02T00:00:00.000Z,Other,Beginning,Negative Observation
93056,Botswana,Field Facilities,Tsabong Field Camp.,Accommodation (Company Owned),Safe loading of metal containers into trucks using cranes by independent contractors.,Safe loading of metal containers into trucks using cranes by independent contractors. These were bought during auction in 2025.,"The De Beers representative (Operation Support Officer) was full time onsite, supervising and ensuring that the contractors strictly follow procedures.",2026-01-29T00:00:00.000Z,Other,End-Month,Negative Observation
92975,RSA Support Services,Field Laboratories,Workshop Admin Block,Workshops,Observation,Expired face mask in the office,Supervisor to inform the team to dispose the expired face masks.,2026-01-28T00:00:00.000Z,Other,End-Month,Negative Observation
92962,RSA Support Services,Field Laboratories,Resource center,Offices & Recreation,Gaseous fire suppression system alarm,Noticed gaseous fire suppression system alarm in the Resource center.,Logged an ESS call,2026-01-28T00:00:00.000Z,Safety,End-Month,Negative Observation
92937,Angola,Field Facilities,Lucapa Camp,Workshop,Team doing slams,an acknowledgement that the different teams working at Lucapa camp are doing slam for all the tasks being done and handing the to the manager,The team was congratulated and motivated to keep up the good behaviors,2026-01-26T00:00:00.000Z,Other,End-Month,Negative Observation
92936,Angola,Field Facilities,Lucapa workshop,Workshop,Old batteries need to be removed from batery charging store,There are many old batteries that must be removed from battery charging store.,Charged and tested batteries and remove the old ones to the hazardous waste store area,2026-01-28T00:00:00.000Z,Other,End-Month,Negative Observation
92935,Angola,Transport Activities,Road to Drillsite in Muconda,Light Vehicles,Vehicle got stuck in Mud,Vehicle returning from the drilling camp got stuck in mud,Used the recovery equipment and managed to get out,2026-01-20T00:00:00.000Z,Safety,Mid-Month,Negative Observation
92934,Angola,Transport Activities,Muconda Camp,Light Vehicles,Puncture,we have had 3 puncture on the road to the Muconda Camp from roots and stumps with in a week,Replace place the wheel and repair the punctures,2026-01-28T00:00:00.000Z,Safety,End-Month,Negative Observation
92933,Angola,Field Facilities,Lucapa yard,Accommodation (Company Owned),water in tanks and drums stored in the yard,Some tanks used for drilling have filled with water because of the rains,Drained the tanks,2026-01-26T00:00:00.000Z,Other,End-Month,Negative Observation
92931,Angola,Field Facilities,Lucapa Camp,Accommodation (Company Owned),Urinal tap not closed properly,The urinal tap at the office area was left open,Tap closed and discussed in morning meeting,2026-01-22T00:00:00.000Z,Other,End-Month,Negative Observation
92930,Angola,Transport Activities,Driving from Saurimo to Lucapa,Light Vehicles,Car overtaking oncoming truck,while traveling to Lucapa a car overtook a oncoming truck and out driver had do reduce speed and move to the side,"Driver reduced his speed, It was discussed in the toolbox the next morning that when passing truck be aware that car could overtake and posed a risk",2026-01-20T00:00:00.000Z,Other,Mid-Month,Negative Observation
92929,Angola,Field Facilities,Lucapa campsite,Accommodation (Company Owned),AC replacement,"One of Contractors's employees , who participated in replacing the air conditioning units in some of the camp's offices, expressed his gratitude that the work had gone smoothly.",Reported during today’s Toolbox Talk,2026-01-28T00:00:00.000Z,Other,End-Month,Negative Observation
92928,Angola,Transport Activities,Lucapa campsite,Light Vehicles,Safe trip to Saurimo on 27th Jan.,"One of Placial's employees, who traveled on 27/01/2029, from Lucapa to Saurimo for shopping, expressed gratitude that the trip went smoothly and without any incidents.",reported in the toolbox talks meeting today.,2026-01-28T00:00:00.000Z,Other,End-Month,Negative Observation
92908,Angola,Company Offices,Offices,Office Activities,Burnt-out bulb on the 9th floor,Five Burnt-out bulb observed on the 9th floor.,Maintenance service was informed and fixed immediately.,2026-01-14T00:00:00.000Z,Other,Mid-Month,Negative Observation
92900,RSA Support Services,Field Laboratories,Laboratory,Offices & Recreation,Compressed air leak,"head the noise coming out of the instrument, checked, closed the compressed air valve and reported the incident.",closed the compressed air valve and reported the incident.,2026-01-06T00:00:00.000Z,Other,Beginning,Negative Observation
92848,RSA Support Services,Field Laboratories,"Main Complex building, Ladies Bathroom",Offices & Recreation,Falling off fan,Extraction fan in the ladies bathroom is about to fall,Reported it to Empact,2026-01-26T00:00:00.000Z,Other,End-Month,Negative Observation
92845,Angola,Field Facilities,Muconda New building,Accommodation (Third Party),Mold on interior walls,Mold observed on the rooms in the newly rented building in Muconda,The OPS team has included this to the overall refurbishment plan.,2026-01-14T00:00:00.000Z,Other,Mid-Month,Negative Observation
92775,Botswana,Field Facilities,Tsabong Field Camp.,Accommodation (Company Owned),A Spider spotted within the coreshed facility.,A Spider spotted within the coreshed facility.,The team advised to always SLAM and use recommended PPE.,2026-01-23T00:00:00.000Z,Safety,End-Month,Negative Observation
92774,Botswana,Field Facilities, Tsabong Field Camp.,Accommodation (Company Owned),"De Beers employee, taking the De Beers International Graduate Development Program (IGDP) students through induction at the camp.",  taking the  International Graduate Development Program (IGDP) students through induction at the camp. The induction was detailed and thorough.,No action taken.,2026-01-21T00:00:00.000Z,Safety,End-Month,Negative Observation
92773,Botswana,Field Facilities,Tsabong Field camp.,Accommodation (Company Owned),The shade net from the structure is torn and hanging loose.,The shade net from the structure is torn and hanging loose in Tsabong  Field camp.,The Operation Support team notified about the issue.,2026-01-20T00:00:00.000Z,Other,Mid-Month,Negative Observation
92772,Botswana,Field Facilities, Tsabong field camp.,Accommodation (Company Owned),"A leakage at the connection point, where flush pipe enters the bottom of the toilet tank.","A leakage at the connection point, where flush pipe enters the bottom of the toilet tank.","The Operation Support Officer notified about the issue. Meantime, the team advised not to use the said toilet until repairs are done.",2026-01-19T00:00:00.000Z,Other,Mid-Month,Negative Observation
92771,Botswana,Field Facilities, Field camp.,Accommodation (Company Owned),A Scorpion spotted inside the camp during patrol.,A Scorpion spotted inside the camp during patrol.,The team alerted and advised to remain vigilant especially when lifting things like bins.,2026-01-18T00:00:00.000Z,Safety,Mid-Month,Negative Observation
92770,Botswana,Field Facilities,Tsabong Field camp.,Accommodation (Company Owned),"The wasp (net) seen underneath the verandah, as you go into the coreshed area.","The wasp (net) seen underneath the verandah, as you go into the coreshed area.",The team alerted and advised to avoid the entrance close to the verandah where the wasp is located.,2026-01-16T00:00:00.000Z,Safety,Mid-Month,Negative Observation
92769,Botswana,Field Facilities,Tsabong Field camp.,Accommodation (Company Owned),A spider spotted inside the conference room.,A spider spotted inside the conference room.,The team alerted and advised to remain vigilant as well as SLAM.,2026-01-15T00:00:00.000Z,Safety,Mid-Month,Negative Observation
92768,Botswana,Field Facilities,Tsabong Field Camp.,Accommodation (Company Owned),The filler foam used in the guard room is worn-out.,"The filler foam used in the guard room is worn-out, making the structure weak and also making it easy for creatures to get inside the guard room.",The information was shared timely with DBHB Operation office for further assessment and action.,2026-01-15T00:00:00.000Z,Other,Mid-Month,Negative Observation
92767,Botswana,Field Facilities,TsabongField Camp.,Accommodation (Company Owned),The spider spotted under the dustbin.,The spider spotted under the dustbin inside the kitchen area.,The team on ground notified to remain vigilant and always SLAM.,2026-01-15T00:00:00.000Z,Safety,Mid-Month,Negative Observation
92733,Angola,Field Facilities,Kitchen,Kitchen,Leaks in the kitchen ceiling,"The kitchen ceiling has leaks, and during the rainy season, this causes water to drip onto the floor and through holes located very close to the stove area, making it difficult to continue working in the kitchen during the rain.",The operations area was notified for ceiling repair.,2026-01-23T00:00:00.000Z,Other,End-Month,Negative Observation
92732,Angola,Field Facilities,Lucapa Camp,Accommodation (Company Owned),Water pump malfunction,"It was identified that whenever the generator is changed at the campsite, the water pump malfunctions.",The water pump was replaced with a new unit to ensure a continuous water supply and prevent interruptions to the campsite's water supply.,2026-01-21T00:00:00.000Z,Other,End-Month,Negative Observation
92730,Angola,Field Facilities,Lucapa Camp,Accommodation (Company Owned),Tall Grass,"It was observed that the grass was excessively tall from the Bunga Yalenga area to the end of the camp. This condition was compromising the visibility and mobility of the security team, especially at night during their patrols","The team responsible for vegetation maintenance was notified, and the grass was cut, ensuring greater visibility, a safer environment, and more favorable conditions for patrolling.",2026-01-22T00:00:00.000Z,Other,End-Month,Negative Observation
92729,Angola,Field Facilities,Kitchen,Kitchen,Lack of Lighting,Lack of lighting in the dry goods storage area of ​​the kitchen.,This has been reported to the operations area to resolve the problem.,2026-01-24T00:00:00.000Z,Safety,End-Month,Negative Observation
92728,Angola,Field Facilities,Lucapa Camp,Accommodation (Company Owned),Water Leak,Several points in the camp with water leaks in the plumbing pipes were observed.,"This was reported to the operations team, who quickly repaired the pipes.",2026-01-20T00:00:00.000Z,Other,Mid-Month,Negative Observation
92154,Angola,Field Facilities,Lucapa camp,Accommodation (Company Owned),Camp maintenance done well,Camp maintenance was done very well during the year end break. Well done team.,Complimented the housekeeping team.,2026-01-12T00:00:00.000Z,Other,Mid-Month,Negative Observation
91979,RSA Support Services,Field Laboratories,Neutralisation,Treatment & Processing,Corroded sump grating,"During sump cleanup activities by operators, I observed that the steal grating covering the sump i the V-Sep Filtration area was extremely corroded.",Reported it to maintenance and logged work request #4975 for replacement.,2026-01-06T00:00:00.000Z,Other,Beginning,Negative Observation
